Address,Square ft,Sale Date,Price,Beds,Baths
"1207 E 36th St #4, Charlotte, NC 28205","2,382",Sold 08/08/2022,"$615,000",3,3
"2718 N Davidson St #F, Charlotte, NC 28205","1,723",Sold 08/03/2022,"$549,000",2,3
"917 E 36th St, Charlotte, NC 28205","2,087",Sold 07/26/2022,"$592,000",3,4
"1001 E 36th St, Charlotte, NC 28205","1,691",Sold 07/22/2022,"$586,000",2,3
"1001 E 36th St #LNO0205, Charlotte, NC 28205","1,691",Sold 07/22/2022,"$586,000",2,3
"923 Warren Burgess Ln, Charlotte, NC 28205","1,242",Sold 07/08/2022,"$380,000",2,3
"1029 Pierre Dr, Charlotte, NC 28205","1,472",Sold 07/07/2022,"$460,000",2,3
"2221 Electric Ln, Charlotte, NC 28205","2,339",Sold 06/30/2022,"$623,000",3,5
"2221 Electric Ln #LNO0837, Charlotte, NC 28205","2,339",Sold 06/30/2022,"$622,916",3,5
"2229 Electric Ln #LNO0835, Charlotte, NC 28205","1,583",Sold 06/30/2022,"$505,000",2,3
"3258 Noda Blvd, Charlotte, NC 28205","1,678",Sold 06/29/2022,"$425,000",3,3
"2127 Electric Ln #LNO0624, Charlotte, NC 28205","2,339",Sold 06/29/2022,"$625,000",3,5
"2143 Electric Ln #LNO0628, Charlotte, NC 28205","2,339",Sold 06/29/2022,"$611,828",3,5
"2147 Electric Ln #LNO0629, Charlotte, NC 28205","1,691",Sold 06/29/2022,"$516,000",2,3
"2135 Electric Ln #LNO0626, Charlotte, NC 28205","2,339",Sold 06/29/2022,"$590,150",3,5
"1017 Pierre Dr, Charlotte, NC 28205","1,476",Sold 06/17/2022,"$478,500",2,3
"937 E 36th St, Charlotte, NC 28205","2,098",Sold 06/17/2022,"$585,000",3,4
"435 Steel Gardens Blvd, Charlotte, NC 28205","1,648",Sold 06/15/2022,"$490,000",2,3
"3425 Spencer St, Charlotte, NC 28205","1,536",Sold 05/26/2022,"$412,000",3,1.5
"3415 Steel Yard Ct, Charlotte, NC 28205","1,716",Sold 05/18/2022,"$471,000",3,3
"4017 Spencer Towns Ln, Charlotte, NC 28205","2,041",Sold 05/18/2022,"$555,000",3,3.5
"4013 Spencer Towns Ln, Charlotte, NC 28205","1,992",Sold 05/09/2022,"$584,500",3,4
"3613 Artists Way, Charlotte, NC 28205","1,272",Sold 05/05/2022,"$362,000",2,2.5
"3613 Artists Way #122, Charlotte, NC 28205","1,249",Sold 05/05/2022,"$362,000",2,3
"3441 Steel Yard Ct, Charlotte, NC 28205","1,624",Sold 05/03/2022,"$430,000",2,2
"1106 E 36th St, Charlotte, NC 28205","1,697",Sold 05/02/2022,"$525,000",2,3
"813 Leigh Ave, Charlotte, NC 28205","2,326",Sold 04/11/2022,"$705,000",4,3
"2735 N Brevard St, Charlotte, NC 28205","2,406",Sold 03/01/2022,"$700,000",3,4
"3423 Steel Yard Ct, Charlotte, NC 28205","1,755",Sold 02/28/2022,"$425,500",3,3
"3505 Artists Way, Charlotte, NC 28205","1,272",Sold 02/16/2022,"$335,000",2,3
"947 E 36th St, Charlotte, NC 28205","2,086",Sold 01/31/2022,"$520,000",3,4
"2128 Electric Ln, Charlotte, NC 28205","1,656",Sold 01/31/2022,"$444,000",3,3.5
"2128 Electric Ln #LNO0523, Charlotte, NC 28205","1,601",Sold 01/31/2022,"$443,818",2,3
"2124 Electric Ln, Charlotte, NC 28205","2,367",Sold 01/28/2022,"$550,500",3,3.5
"2124 Electric Ln #LNO0522, Charlotte, NC 28205","2,351",Sold 01/28/2022,"$550,368",3,5
"2120 Electric Ln, Charlotte, NC 28205","1,656",Sold 01/27/2022,"$430,500",3,3.5
"2120 Electric Ln #LNO0521, Charlotte, NC 28205","1,613",Sold 01/27/2022,"$430,500",2,4
"525 Steel Gardens Blvd, Charlotte, NC 28205","1,470",Sold 01/26/2022,"$410,000",2,3
"2116 Electric Ln, Charlotte, NC 28205","2,367",Sold 01/26/2022,"$536,000",3,3.5
"2112 Electric Ln, Charlotte, NC 28205","1,656",Sold 01/26/2022,"$436,500",3,3.5
"2112 Electric Ln #LNO0519, Charlotte, NC 28205","1,595",Sold 01/26/2022,"$436,100",2,3
"2116 Electric Ln #LNO0520, Charlotte, NC 28205","2,351",Sold 01/26/2022,"$536,000",3,5
"2108 Electric Ln, Charlotte, NC 28205","2,367",Sold 01/25/2022,"$545,500",3,3.5
"1003 E 36th St, Charlotte, NC 28205","1,656",Sold 12/30/2021,"$430,000",3,3.5
"1015 E 36th St, Charlotte, NC 28205","1,656",Sold 12/30/2021,"$465,000",2,4
"1015 E 36th St #LNO0312, Charlotte, NC 28205","1,601",Sold 12/30/2021,"$465,000",2,4
"1011 E 36th St #LNO0310, Charlotte, NC 28205","1,595",Sold 12/30/2021,"$450,119",2,4
"1013 E 36th St #LNO0311, Charlotte, NC 28205","1,595",Sold 12/30/2021,"$440,000",2,3
"1003 E 36th St #LNO0206, Charlotte, NC 28205","1,595",Sold 12/30/2021,"$430,000",2,4
"1007 E 36th St, Charlotte, NC 28205","1,656",Sold 12/29/2021,"$440,500",3,3.5
"1005 E 36th St, Charlotte, NC 28205","1,656",Sold 12/29/2021,"$439,500",3,3.5
"1009 E 36th St, Charlotte, NC 28205","2,367",Sold 12/29/2021,"$439,000",3,3.5
"1009 E 36th St #LNO0309, Charlotte, NC 28205","1,601",Sold 12/29/2021,"$438,888",2,3
"1007 E 36th St #LNO0208, Charlotte, NC 28205","1,601",Sold 12/28/2021,"$440,500",2,4
"1005 E 36th St #LNO0207, Charlotte, NC 28205","1,595",Sold 12/28/2021,"$439,119",2,3
"412 E 33rd St #33, Charlotte, NC 28205","2,196",Sold 12/21/2021,"$616,465",3,4
"416 E 33rd St, Charlotte, NC 28205","2,113",Sold 12/20/2021,"$606,500",3,3.5
"416 E 33rd St UNIT 32, Charlotte, NC 28205","2,203",Sold 12/20/2021,"$606,258",3,4
"420 E 33rd St, Charlotte, NC 28205","2,183",Sold 12/16/2021,"$589,500",3,3.5
"428 E 33rd St, Charlotte, NC 28205","2,203",Sold 12/16/2021,"$614,500",3,4
"420 E 33rd St #31, Charlotte, NC 28205","2,162",Sold 12/16/2021,"$589,265",3,4
"428 E 33rd St #29, Charlotte, NC 28205","2,203",Sold 12/16/2021,"$614,230",3,4
"424 E 33rd St, Charlotte, NC 28205","2,209",Sold 12/14/2021,"$596,000",3,3.5
"424 E 33rd St UNIT 30, Charlotte, NC 28205","2,207",Sold 12/14/2021,"$595,640",3,4
"2908 Textile Way, Charlotte, NC 28205","1,101",Sold 12/10/2021,"$350,000",2,3
"432 E 33rd St UNIT 28, Charlotte, NC 28205","2,234",Sold 12/10/2021,"$608,550",3,4
"1108 E 36th St, Charlotte, NC 28205","2,134",Sold 12/09/2021,"$500,000",2,4
"440 E 33rd St, Charlotte, NC 28205","2,064",Sold 12/09/2021,"$603,000",3,3.5
"440 E 33rd St UNIT 26, Charlotte, NC 28205","2,196",Sold 12/09/2021,"$602,790",3,4
"436 E 33rd St, Charlotte, NC 28205","2,064",Sold 12/08/2021,"$565,500",3,3.5
"436 E 33rd St UNIT 27, Charlotte, NC 28205","2,203",Sold 12/08/2021,"$565,190",3,4
"959 Warren Burgess Ln, Charlotte, NC 28205","1,268",Sold 12/07/2021,"$305,000",2,3
"519 E 34th St, Charlotte, NC 28205","1,203",Sold 11/16/2021,"$107,000",2,2
"1134 E 36th St, Charlotte, NC 28205","2,113",Sold 11/12/2021,"$495,000",2,4
"3335 Bessemer St, Charlotte, NC 28205","1,523",Sold 11/04/2021,"$410,000",2,3
"905 Steel House Blvd, Charlotte, NC 28205","3,224",Sold 11/01/2021,"$611,000",4,4
"2107 Electric Ln, Charlotte, NC 28205","2,367",Sold 10/29/2021,"$450,000",3,3.5
"2111 Electric Ln, Charlotte, NC 28205","1,656",Sold 10/27/2021,"$410,000",3,3.5
"2115 Electric Ln, Charlotte, NC 28205","1,656",Sold 10/27/2021,"$402,500",3,3.5
"2123 Electric Ln, Charlotte, NC 28205","1,607",Sold 10/22/2021,"$413,000",3,2.5
"2119 Electric Ln, Charlotte, NC 28205","1,656",Sold 10/21/2021,"$421,000",3,3.5
"443 Steel Gardens Blvd, Charlotte, NC 28205","1,465",Sold 10/20/2021,"$27,000",2,3
"3455 Steel Yard Ct, Charlotte, NC 28205","1,700",Sold 10/19/2021,"$397,000",3,3
"3455 Steel Yard Ct #86, Charlotte, NC 28205","1,700",Sold 10/19/2021,"$397,000",3,3
"956 Warren Burgess Ln #61, Charlotte, NC 28205","1,771",Sold 10/18/2021,"$390,000",3,3
"2976 Textile Way, Charlotte, NC 28205","1,243",Sold 10/08/2021,"$322,500",2,2
"642 Raphael Pl, Charlotte, NC 28205","1,414",Sold 09/30/2021,"$313,218",2,3
"447 Steel Gardens Blvd, Charlotte, NC 28205","1,492",Sold 09/21/2021,"$385,000",2,3
"1130 E 36th St, Charlotte, NC 28205","2,113",Sold 09/21/2021,"$500,000",2,4
"939 Warren Burgess Ln, Charlotte, NC 28205","1,284",Sold 09/17/2021,"$282,638",2,3
"632 Raphael Pl, Charlotte, NC 28205","1,438",Sold 09/01/2021,"$310,000",2,3
"1048 E 36th St, Charlotte, NC 28205",862,Sold 08/31/2021,"$245,000",1,1
"3254 Noda Blvd, Charlotte, NC 28205","1,775",Sold 08/12/2021,"$389,000",3,2.5
"2956 Textile Way, Charlotte, NC 28205","1,491",Sold 08/05/2021,"$400,000",2,3
"423 Steel Gardens Blvd, Charlotte, NC 28205","1,455",Sold 07/30/2021,"$373,500",2,3
"3450 Chagall Ct, Charlotte, NC 28205","1,333",Sold 07/26/2021,"$330,000",2,3
"943 Warren Burgess Ln, Charlotte, NC 28205","1,206",Sold 07/23/2021,"$303,500",2,3
"3443 Spencer St, Charlotte, NC 28205","1,710",Sold 06/30/2021,"$395,000",3,3
"926 Steel House Blvd, Charlotte, NC 28205","2,926",Sold 06/14/2021,"$570,000",3,4
"419 Steel Gardens Blvd, Charlotte, NC 28205","1,501",Sold 06/11/2021,"$365,000",2,3
"1207 E 36th St #3, Charlotte, NC 28205","2,472",Sold 06/02/2021,"$540,000",3,4
"3515 Spencer St, Charlotte, NC 28205","1,715",Sold 05/26/2021,"$375,000",3,3
"518 Steel Gardens Blvd, Charlotte, NC 28205","1,784",Sold 05/19/2021,"$375,000",3,3
"534 Steel Gardens Blvd, Charlotte, NC 28205","1,675",Sold 05/05/2021,"$370,000",3,3
"904 Warren Burgess Ln, Charlotte, NC 28205","1,809",Sold 05/03/2021,"$355,000",3,3
"3525 Artists Way, Charlotte, NC 28205","1,274",Sold 04/23/2021,"$297,500",2,3
"923 Steel House Blvd, Charlotte, NC 28205","3,010",Sold 04/16/2021,"$535,000",4,4
"525 Donatello Ave, Charlotte, NC 28205","1,322",Sold 04/09/2021,"$300,000",2,3
"2817 N Brevard St, Charlotte, NC 28205","2,408",Sold 03/31/2021,"$649,000",3,3
"2817 N Brevard St #11, Charlotte, NC 28205","2,468",Sold 03/31/2021,"$649,000",3,4
"3529 Artists Way, Charlotte, NC 28205","1,280",Sold 03/25/2021,"$290,000",2,3
"1126 E 36th St, Charlotte, NC 28205","2,109",Sold 03/12/2021,"$440,000",2,4
"538 Steel Gardens Blvd, Charlotte, NC 28205","1,812",Sold 03/04/2021,"$375,000",3,3
"1003 Pierre Dr, Charlotte, NC 28205","1,523",Sold 03/03/2021,"$377,000",2,3
"1207 E 36th St #5, Charlotte, NC 28205","2,382",Sold 03/02/2021,"$489,998",3,3
"3617 Artists Way, Charlotte, NC 28205","1,255",Sold 03/01/2021,"$275,000",2,3
"3446 Chagall Ct, Charlotte, NC 28205","1,380",Sold 02/26/2021,"$292,000",2,3
"2728 N Davidson St, Charlotte, NC 28205",910,Sold 02/25/2021,"$287,500",2,1
"3442 Chagall Ct, Charlotte, NC 28205","1,373",Sold 02/23/2021,"$294,500",2,3
"914 Warren Burgess Ln, Charlotte, NC 28205","1,770",Sold 02/19/2021,"$350,000",2,2.5
"914 Warren Burgess Ln #2701, Charlotte, NC 28205","1,758",Sold 02/19/2021,"$350,000",3,3
"459 Steel Gardens Blvd, Charlotte, NC 28205","1,507",Sold 02/17/2021,"$359,000",2,3
"1207 E 36th St #7, Charlotte, NC 28205","2,065",Sold 02/11/2021,"$505,000",3,3
"2984 Textile Way, Charlotte, NC 28205","1,852",Sold 02/05/2021,"$390,000",4,4
"3419 Steel Yard Ct, Charlotte, NC 28205","1,700",Sold 01/28/2021,"$352,500",3,3
"608 Patterson St, Charlotte, NC 28205","1,366",Sold 01/22/2021,"$283,000",2,3
"3539 Spencer St, Charlotte, NC 28205","1,845",Sold 01/11/2021,"$351,000",3,3
"1207 E 36th St #1, Charlotte, NC 28205","2,135",Sold 01/07/2021,"$479,740",4,3
"464 E 33rd St, Charlotte, NC 28205","2,187",Sold 12/31/2020,"$578,000",3,4.5
"464 E 33rd St #20, Charlotte, NC 28205","2,234",Sold 12/31/2020,"$578,000",3,5
"3653 Warp St, Charlotte, NC 28205","1,307",Sold 12/29/2020,"$266,000",2,3
"3467 Steel Yard Ct, Charlotte, NC 28205","1,693",Sold 12/17/2020,"$348,000",3,3
"933 E 36th St, Charlotte, NC 28205","2,026",Sold 12/07/2020,"$500,000",3,4
"1207 E 36th St #2, Charlotte, NC 28205","2,382",Sold 12/03/2020,"$505,000",3,3
"3717 Picasso Ct, Charlotte, NC 28205","1,428",Sold 12/02/2020,"$253,000",2,2.5
"3315 Bessemer St, Charlotte, NC 28205","1,564",Sold 11/24/2020,"$349,500",2,3
"1162 E 36th St, Charlotte, NC 28205","2,109",Sold 11/20/2020,"$431,000",2,3.5
"1162 E 36th St UNIT HLT0003, Charlotte, NC 28205","2,109",Sold 11/20/2020,"$430,833",2,4
"913 E 36th St, Charlotte, NC 28205","2,072",Sold 11/18/2020,"$493,000",3,4
"913 E 36th St #3, Charlotte, NC 28205","2,026",Sold 11/18/2020,"$492,875",3,4
"909 E 36th St, Charlotte, NC 28205","2,041",Sold 11/10/2020,"$465,000",4,3.5
"909 E 36th St #2, Charlotte, NC 28205","1,986",Sold 11/10/2020,"$464,567",3,4
"444 E 33rd St, Charlotte, NC 28205","2,158",Sold 10/30/2020,"$588,000",3,3.5
"905 E 36th St, Charlotte, NC 28205","2,083",Sold 10/30/2020,"$496,000",3,3.5
"905 E 36th St #1, Charlotte, NC 28205","2,026",Sold 10/30/2020,"$495,640",3,4
"444 E 33rd St #25, Charlotte, NC 28205","2,203",Sold 10/30/2020,"$587,730",3,4
"480 E 33rd St, Charlotte, NC 28205","2,064",Sold 10/23/2020,"$615,000",3,3.5
"480 E 33rd St #16, Charlotte, NC 28205","2,162",Sold 10/23/2020,"$614,715",3,4
"448 E 33rd St, Charlotte, NC 28205","2,151",Sold 10/21/2020,"$581,000",3,3.5
"448 E 33rd St #24, Charlotte, NC 28205","2,203",Sold 10/21/2020,"$580,710",3,4
"915 Warren Burgess Ln, Charlotte, NC 28205","1,250",Sold 10/15/2020,"$265,000",2,3
"452 E 33rd St, Charlotte, NC 28205","2,145",Sold 10/14/2020,"$578,000",3,3.5
"452 E 33rd St #23, Charlotte, NC 28205","2,162",Sold 10/14/2020,"$577,689",3,4
"1164 E 36th St, Charlotte, NC 28205","2,109",Sold 10/08/2020,"$438,500",2,4
"1164 E 36th St UNIT HLT0002, Charlotte, NC 28205","2,109",Sold 10/08/2020,"$438,185",2,4
"616 Patterson St, Charlotte, NC 28205","1,371",Sold 09/29/2020,"$277,000",2,3
"460 E 33rd St, Charlotte, NC 28205","2,151",Sold 09/28/2020,"$565,500",3,3.5
"460 E 33rd St #21, Charlotte, NC 28205","2,203",Sold 09/28/2020,"$565,296",3,4
"3905 Picasso Ct, Charlotte, NC 28205","1,453",Sold 09/24/2020,"$275,000",2,3
"468 E 33rd St, Charlotte, NC 28205","2,187",Sold 09/24/2020,"$590,000",3,4.5
"468 E 33rd St #19, Charlotte, NC 28205","2,234",Sold 09/24/2020,"$589,760",3,5
"472 E 33rd St, Charlotte, NC 28205","2,064",Sold 09/23/2020,"$572,500",3,3.5
"472 E 33rd St #18, Charlotte, NC 28205","2,203",Sold 09/23/2020,"$572,270",3,4
"476 E 33rd St, Charlotte, NC 28205","2,144",Sold 09/22/2020,"$573,000",3,3.5
"476 E 33rd St #17, Charlotte, NC 28205","2,203",Sold 09/22/2020,"$572,918",3,4
"617 Raphael Pl, Charlotte, NC 28205","1,440",Sold 09/04/2020,"$245,000",2,2.5
"463 Steel Gardens Blvd, Charlotte, NC 28205","1,500",Sold 08/31/2020,"$345,000",2,3
"1011 Pierre Dr, Charlotte, NC 28205","1,546",Sold 08/24/2020,"$371,000",2,3
"1158 E 36th St, Charlotte, NC 28205","2,109",Sold 08/14/2020,"$437,000",2,4
"1158 E 36th St UNIT HLT0005, Charlotte, NC 28205","2,109",Sold 08/14/2020,"$436,833",2,4
"1207 E 36th St #6, Charlotte, NC 28205","2,382",Sold 08/12/2020,"$510,000",3,3
"2980 Textile Way, Charlotte, NC 28205","1,278",Sold 08/07/2020,"$240,000",2,2
"1112 E 36th St, Charlotte, NC 28205","2,109",Sold 08/07/2020,"$431,500",2,3.5
"1126 E 36th St #HLT0023, Charlotte, NC 28205","2,109",Sold 08/07/2020,"$438,967",2,4
"1112 E 36th St UNIT HLT0017, Charlotte, NC 28205","2,109",Sold 08/07/2020,"$431,046",2,4
"1108 E 36th St UNIT HLT0015, Charlotte, NC 28205","2,109",Sold 07/30/2020,"$429,268",2,4
"3302 Spencer St, Charlotte, NC 28205","2,083",Sold 07/24/2020,"$449,000",3,3.5
"3302 Spencer St #25, Charlotte, NC 28205","2,041",Sold 07/24/2020,"$448,602",3,4
"3343 Bessemer St, Charlotte, NC 28205","1,521",Sold 07/22/2020,"$341,500",2,3
"3304 Spencer St, Charlotte, NC 28205","2,041",Sold 07/17/2020,"$431,000",3,3.5
"3304 Spencer St #26, Charlotte, NC 28205","1,986",Sold 07/17/2020,"$430,970",3,4
"3551 Spencer St, Charlotte, NC 28205","1,824",Sold 07/16/2020,"$352,500",3,3
"3306 Spencer St, Charlotte, NC 28205","2,083",Sold 07/16/2020,"$448,000",3,3.5
"3306 Spencer St #27, Charlotte, NC 28205","2,041",Sold 07/16/2020,"$447,905",3,4
"1124 E 36th St, Charlotte, NC 28205","1,697",Sold 07/15/2020,"$398,500",2,3
"1134 E 36th St #HLT0027, Charlotte, NC 28205","2,109",Sold 07/15/2020,"$438,339",2,4
"1124 E 36th St #HLT0022, Charlotte, NC 28205","1,697",Sold 07/15/2020,"$398,456",2,3
"3308 Spencer St, Charlotte, NC 28205","2,083",Sold 07/13/2020,"$466,000",3,3.5
"3308 Spencer St #28, Charlotte, NC 28205","2,026",Sold 07/13/2020,"$465,945",3,4
"1116 E 36th St, Charlotte, NC 28205","2,109",Sold 07/10/2020,"$428,500",2,3
"1116 E 36th St UNIT HLT0019, Charlotte, NC 28205","2,109",Sold 07/10/2020,"$428,445",2,4
"3519 Spencer St, Charlotte, NC 28205","1,729",Sold 06/30/2020,"$345,000",3,3
"1110 E 36th St, Charlotte, NC 28205","1,614",Sold 06/30/2020,"$381,500",2,3
"3300 Spencer St, Charlotte, NC 28205","2,083",Sold 06/30/2020,"$469,500",3,3.5
"1110 E 36th St UNIT HLT0016, Charlotte, NC 28205","1,614",Sold 06/30/2020,"$381,062",2,3
"3300 Spencer St #24, Charlotte, NC 28205","2,026",Sold 06/30/2020,"$469,240",3,4
"1130 E 36th St #HLT0025, Charlotte, NC 28205","2,109",Sold 06/29/2020,"$433,865",2,4
"2988 Textile Way, Charlotte, NC 28205","1,630",Sold 06/16/2020,"$320,000",2,2
"1152 E 36th St, Charlotte, NC 28205","2,109",Sold 06/15/2020,"$455,000",2,4
"1152 E 36th St #HLT0007, Charlotte, NC 28205","2,109",Sold 06/15/2020,"$454,665",2,4
"541 Steel Gardens Blvd, Charlotte, NC 28205","1,628",Sold 05/29/2020,"$341,000",2,3
"1168 E 36th St, Charlotte, NC 28205","1,704",Sold 05/22/2020,"$394,500",3,3.5
"1168 E 36th St UNIT HLT0001, Charlotte, NC 28205","1,697",Sold 05/22/2020,"$394,198",2,3
"460 E 33rd St #21, Charlotte, NC 28205","2,203",Sold 09/28/2020,"$565,296",3,4
"3905 Picasso Ct, Charlotte, NC 28205","1,453",Sold 09/24/2020,"$275,000",2,3
"468 E 33rd St, Charlotte, NC 28205","2,187",Sold 09/24/2020,"$590,000",3,4.5
"468 E 33rd St #19, Charlotte, NC 28205","2,234",Sold 09/24/2020,"$589,760",3,5
"472 E 33rd St, Charlotte, NC 28205","2,064",Sold 09/23/2020,"$572,500",3,3.5
"472 E 33rd St #18, Charlotte, NC 28205","2,203",Sold 09/23/2020,"$572,270",3,4
"476 E 33rd St, Charlotte, NC 28205","2,144",Sold 09/22/2020,"$573,000",3,3.5
"476 E 33rd St #17, Charlotte, NC 28205","2,203",Sold 09/22/2020,"$572,918",3,4
"617 Raphael Pl, Charlotte, NC 28205","1,440",Sold 09/04/2020,"$245,000",2,2.5
